feature_0,feature_1,Target
-1.9696657673327822,2.7070203469503147,0
-2.393515100748417,3.290130330808802,0
2.0694551510299752,2.2868246838378474,1
1.3020572161878339,1.9523847788837057,1
-1.744601795427889,2.0409525941686315,0
-1.742370839315352,1.6699106498864051,0
2.003717567077174,1.9869925370519916,1
-2.0904080720481364,2.7396852698225844,0
1.4325844912577255,1.3410396954449084,1
2.406654227384633,2.746229109376101,1
-1.5602709362356344,0.7700650835814566,0
-2.8147953898422617,1.641552516628971,0
-2.158704501997561,0.9145823198479679,0
1.9346503683202092,1.770618507081232,1
4.91214288977849,4.584394581778673,1
-1.4092616692553732,0.6292377839546925,0
-1.3557784624499345,1.9247781819185148,0
1.7590044986305453,1.8751672521493803,1
-2.162519807313632,1.054471317234986,0
-1.362053580766633,0.6372280678545388,0
-2.2696834437533973,1.5906358117732622,0
-1.5808026630964962,3.7566113357911304,0
-2.258848256511339,1.4565071364409383,0
-2.2613756858082055,1.4564095437860778,0
1.7324871550507932,2.0388797010691815,1
3.669306768836363,3.6486533577422717,1
-2.5124583843520383,0.8526971289787126,0
3.094343318568244,2.9627804534422526,1
-2.672277900444855,3.9612217917627754,0
2.2460515329712485,2.039848752384804,1
-2.0977872847164103,0.3905339648380184,0
-0.7340268727681183,2.3525705624836553,0
1.0603043691024294,0.8192946052982577,1
2.4737280738703507,2.3055885629457253,1
-2.059085478940122,0.9508551958685798,0
1.811190883784708,1.724346084437122,1
2.2475940466526,2.3264781514943396,1
3.1473440969716426,2.685274301540403,1
0.994243119841407,1.8294477561401428,1
-2.236130754707036,3.9376388867630183,0
-2.1363229534784973,1.1846823046786397,0
-0.7484758212323528,1.3463298241965758,0
-2.1503979185103983,3.0240080673054104,0
-1.9330300973612837,2.4115888191328487,0
1.8551327677843124,1.8618951305500429,1
2.369619669360281,2.0815893337913725,1
-1.6973530760552087,3.6913699830128897,0
-1.6423076455499874,2.455544982816904,0
-1.4878309018521856,1.2869727980301187,0
0.4864938429758445,1.3146803401167757,1
-2.8028831668065335,3.010028824151052,0
1.4045131473800716,2.054715181099253,1
1.2522279300256474,1.0739645335439971,1
-2.71144972440403,2.783576201478003,0
-1.7812574689710303,0.7384049736552827,0
-1.8331462338259277,2.189410436191822,0
-1.3452746308210277,2.9016176457065312,0
2.9527267196183384,2.502755207719621,1
-1.3560310654933065,2.684306170022298,0
1.6071971354517758,1.307680684189382,1
0.6312222502558433,0.8060970752942365,1
2.2546786842343516,2.527776199964743,1
-0.07409513812533008,0.8722587954591496,1
2.998501775327221,2.3753678037072667,1
3.316182609442496,3.3563931791807313,1
-1.9931391477255285,1.4138482732725648,0
-2.0881171128987117,3.036092341888663,0
-1.85556242290133,3.510612419770162,0
1.62547033056045,1.7587586162730118,1
2.5051788218534248,2.3058425344615983,1
1.6378254864283963,1.6460877859395708,1
1.992022905671722,2.4881113351542457,1
-2.4285974598454962,3.7743082581175775,0
-2.365248786864144,1.9095381296833418,0
-2.008314293895437,1.9158589708704175,0
1.631723661611711,1.2452411451848382,1
-1.4144009258821528,3.119321961744435,0
-1.2661956268244494,2.489191253775541,0
2.048378243060894,2.0727306433066306,1
-2.4382114912862636,0.009835493824390529,0
-2.404978419793915,3.219825576502526,0
-2.493789076918496,3.4695198507147067,0
-2.1669884597141897,2.7415489928579326,0
-2.427867199327752,2.803536586893087,0
0.265317543791471,0.5098326547811141,1
-1.858311755798728,1.0095949039428798,0
2.576675258456827,2.4959348420490337,1
2.009514068879237,1.8903524360923365,1
1.067980750096569,1.179948269886553,1
0.5492732017051971,0.9902932931316999,1
1.7080656785911161,1.5186134555106965,1
-1.9259132670269439,1.7919505058509162,0
2.2383732455158847,2.392907524649369,1
-3.0236832040432127,1.5116796834133972,0
2.6060762691913015,2.3646912664214237,1
2.381828570423295,1.730317673718368,1
-1.8496334702599029,0.46677067987170506,0
-2.8583295703136358,1.1704872777015365,0
-1.6899676327382538,0.8310781073574649,0
-2.7382496881302796,3.310141242126572,0
1.4393720396193543,1.468492322484492,1
2.0613447904251716,2.0433080757403776,1
-2.2621658187668032,2.7310923823067124,0
-2.1280757653137807,1.4241578188548818,0
-2.1968833093411444,3.005126227090115,0
0.8529437267322537,1.5454437024563925,1
-2.489882200619193,1.446439773632992,0
-3.211402057665073,2.3498840194069177,0
-2.5465129265830675,4.422460983666952,0
1.124002852392066,1.5679548938742054,1
1.9260697950991341,2.473573527952106,1
0.6259613148923429,1.111920207323982,1
-2.724953308446923,1.3593610302758439,0
-2.482694042258132,1.0741854499668229,0
-2.3952655873758566,1.893459672124425,0
-1.8606207058274986,2.220540612323336,0
2.2946166042324436,1.9642714129401289,1
1.613912865655978,1.7020156441021295,1
-1.4924141858798845,1.6284355225702747,0
0.6855857097757436,1.3463884430813455,1
2.027457858242411,1.9007080279886364,1
-0.6786532420371807,2.8656926778938123,0
-2.7881628801353773,2.895772184203846,0
-2.021730858943156,0.890369262543163,0
-1.3366211349182677,2.800481155470509,0
-1.6640890590452369,3.2215091477299835,0
2.5465870709699745,2.3997160633390395,1
3.6736725442628293,3.552683899010499,1
-1.899387831855563,0.8460038531129568,0
-2.725019481108986,2.6234262879499486,0
-1.321410341588012,1.1670026109124114,0
-2.2271509837142554,2.044222560988805,0
2.1360013556507735,2.1005624967540997,1
2.899439031340646,2.9233329761117406,1
0.17209657037077997,0.3154797895960626,1
-2.4698004806531433,2.258147697071622,0
-1.2828689671035551,2.752795335013883,0
-1.9748608988453888,2.1765040216325002,0
-2.1164412197998352,1.3106196314919205,0
1.9187795172524797,1.9588481026550701,1
-1.7002108115801828,2.360641232934655,0
-2.05642096023373,1.9105655361181313,0
5.035342076923661,4.021606065469342,1
-1.4753297691329215,0.8838006418596576,0
-2.029762212713996,2.3989757511980176,0
3.0405921278101418,2.700098113584759,1
1.1042333816241046,0.9345164937379475,1
-1.5202543740417147,1.5290893809921395,0
-1.1687108317068278,2.837372173029686,0
-1.9390480435570385,2.879558410874244,0
2.6149548002299228,2.0278589690569393,1
0.5695435970758536,1.5868341407923068,1
-1.2244231260989555,1.07044154492607,0
3.2803827370217458,3.2301528722902093,1
2.5215418037215622,1.846177203392276,1
-2.5842873594629037,2.6037502205778154,0
2.412883538216759,1.9057465458725569,1
3.8045179681297716,3.145307690172674,1
2.8979936521649177,2.5753447481149605,1
1.9183963145865806,2.2992476944436953,1
-2.492513796976547,0.8030672678265518,0
-2.4998661384586924,0.7813788343160433,0
-1.9363542209129778,1.7801218538533152,0
2.867219280707013,2.8433840843743083,1
1.2234159326459921,1.1023346100933642,1
-1.8054079707338704,1.8186109873003617,0
-1.9589379906446212,2.482953938586755,0
1.137858989850672,1.3052438516808267,1
-1.407397508220482,2.1486648811688034,0
4.253848739089349,3.534411908933749,1
1.7008443755212506,2.411696439229786,1
-2.09998073826715,2.1699449410442075,0
-2.982648960454989,2.8638035426749946,0
2.443280878113419,2.5370217583691486,1
3.4041514250597267,3.1483441988774943,1
-2.0192570928005242,2.719307853747223,0
3.0781191299496244,3.0589384694795188,1
3.596345316191041,3.061155851473058,1
-1.9907470859420429,1.485815331228046,0
-1.268070728508403,1.9298311097672394,0
-2.4971840333788626,1.3282642918434742,0
3.1019791349686723,3.071078314326871,1
2.6235332558264277,2.1058282889616993,1
-1.1541887705681155,1.9393125928388861,0
1.9854693336706135,1.7488070431596947,1
1.2166888111302083,1.0605999778601525,1
-2.218516978818741,1.4891853689777579,0
-2.716699745572912,2.37865140407451,0
-0.07088637545369192,0.548704347641864,1
-1.3492936677532557,-0.018418829685294735,0
-1.840669458616387,2.8092903458951577,0
1.92341888737137,1.7489662330792966,1
-2.345339703867059,1.4429732505025488,0
-1.7786958975464107,2.0856881575123922,0
0.5582862686438252,1.3362800429962185,1
3.277764531943439,2.60704974098057,1
-2.412505251785799,1.2465528703690563,0
-1.5009756673676073,3.5123699021741306,0
3.764676170987748,3.2428666802023054,1
-1.7406032335686064,0.05831856184797202,0
-2.3880209481660835,1.9240852264247414,0
-2.5679502695106713,1.6193075559871097,0
3.8921032020881334,3.208405017239828,1
1.6704778920788612,1.5167208600723667,1
-2.2889638829809176,1.0183453973724634,0
-2.547233360011329,3.334729296995177,0
1.4176854565486225,1.5707617588222105,1
-1.6562271523036687,2.071714038459988,0
1.2972685962976302,1.6281229283542817,1
1.8476963356546383,1.9389186245008914,1
-3.2689245583018955,2.355612270999527,0
2.002225768939115,2.175007019737794,1
0.9783508933509522,1.008080988954021,1
-1.6751047555052374,1.560753216989021,0
2.7000362472941166,2.457898054830758,1
-1.9870055196129837,1.8345301961020275,0
1.8676800741594328,1.4947184418090278,1
2.9621113676676796,3.2680129956397117,1
-2.243156915955569,1.4884185489515307,0
0.46834609021535223,0.8022812718573891,1
2.016306318584734,2.5195105598358154,1
2.6607996019728177,2.1621482732347506,1
-1.9733316053128604,1.698967616734968,0
-1.802693435073528,2.5027272894241834,0
-1.715889393618637,2.5733167362127065,0
-2.1859528781938407,2.614355664216758,0
-2.3886262099443347,3.965896168161586,0
-2.327793365356648,1.0897471842800084,0
2.163210716928873,2.739108453021486,1
1.9959433058877607,1.84708842915319,1
2.76621132735625,2.5308237190321274,1
-2.5269276669756224,2.107590999993407,0
2.2858264209853485,2.075029752318273,1
-2.464635379900132,0.8400550931645405,0
-1.6276972294787377,2.5040700564967757,0
-2.8815037681536175,2.2489699283018245,0
-2.175627883903828,2.8969564348879655,0
-1.8652030343844714,1.5707903309640845,0
2.1650466632159473,1.9178732134625203,1
-2.9106163952679287,1.8157398010671026,0
-1.5954229817207621,1.4553665900728754,0
2.5179105540774542,2.5647960724100987,1
-2.061696134122292,1.3329509725801283,0
0.612477607417137,1.6464356872913397,1
1.9747468168921194,1.7056157063913613,1
-0.5658040201994292,0.12733611771096998,1
3.052979152331841,2.976882249204494,1
1.7241025714875118,1.858691601487619,1
2.3371786644348953,2.290221278036512,1
2.254818082353443,2.1484283338784853,1
2.928858036518296,2.4145205409849684,1
2.658987986168571,2.5337556496678038,1
-2.468344727948018,0.8654339917665279,0
3.143779666120861,2.5271993576980423,1
3.160837108850351,2.371030416335391,1
-1.53715687584317,2.9619155178115206,0
0.9360485126706795,0.5752619299259034,1
1.2577590441662645,1.3063238907412962,1
2.5658996934975984,2.4101652091726873,1
2.4866425007105932,2.044442552719985,1
-1.8447403263189062,2.1822861016721866,0
-2.321051393022563,4.042336296378428,0
-1.425330056949783,1.7280271486211296,0
2.0087112556902262,2.096952835234578,1
1.8793646965707749,1.9024086596317624,1
2.6459679036332977,2.4813495365527927,1
2.9539146451925893,2.845930979556508,1
1.2631913409122533,1.3520992246461216,1
1.9131039889674886,1.9055854585318504,1
-1.3196271239788433,0.846262684590575,0
1.833343746609175,1.5585459080944113,1
-2.5704041723513633,3.4899434623541046,0
-1.930846034041296,1.9257443669184149,0
1.9120526935371611,1.7506595971538281,1
-2.090879452024959,1.2895381893626339,0
1.2194629197811415,1.4948918324494738,1
-0.8834346817995886,1.5742177371010888,0
2.305890911399455,2.1995129299432907,1
-1.3166694930420615,0.28807649712294126,0
-2.269429692099973,2.191925158024668,0
4.238928579638974,3.610658745668794,1
-3.011224000018326,1.1104081800032237,0
-1.9192941166516075,3.191591522687777,0
-3.0985180175524527,1.4269151287753779,0
-1.1873353690622435,0.8313454614618832,0
2.966931186552551,2.9905049356513826,1
-1.7615401137610271,1.379157177017682,0
-1.5889533719960625,0.7166128147058388,0
1.5228827684032153,1.9892500589808284,1
1.5058046309343458,1.382400088325506,1
-2.4058216189071007,0.5659945840411356,0
-1.7902859927778096,1.507780132024959,0
2.4894525193083887,2.2035470226675744,1
-1.503808569113472,-0.800103260151622,0
1.1095730921644082,1.529885459923525,1
1.6107455320770288,1.861747513224788,1
-1.55292422825298,0.9145690719456594,0
0.9306177695864672,1.2949884638113667,1
-1.7552418975631316,1.9665665461984074,0
2.6605404536132706,2.2272358910599657,1
2.547092546691906,1.6031870655592473,1
1.9561138417879704,1.6365673538862562,1
1.6271041151404417,1.4841031068038855,1
-1.9895412874032588,1.4261493469360458,0
0.2884704397859976,0.9369621074945411,1
-2.459387798319148,-0.2902103870075994,0
-2.592500652566393,2.339526395589362,0
-0.3030434399489921,0.15934577926174875,1
0.718952058194416,1.1019138901240864,1
-1.5297759872234846,-0.2281201931070358,0
-2.211325190636991,1.393303731209189,0
-2.6218816937304927,1.5674508637713673,0
-1.7438491603751975,2.4265989461902766,0
3.73650329293097,3.5125228292578328,1
1.3495692664708443,1.477401066320659,1
-2.087633891146173,2.1266499536089336,0
-1.0543903460274686,1.641444907456855,0
-2.774841893454462,1.4563346563577149,0
3.7880295509761233,3.6341284094785413,1
-2.3081277841493564,2.4314071113263465,0
-1.461534537583172,3.4634788375983065,0
-1.1928971256638703,2.1263103372670114,0
-2.016080051680598,0.9706415307484211,0
-2.8442249585456905,3.2896938151818906,0
3.286379283334396,2.9529234828226545,1
-2.803820378625732,1.1040165230310732,0
-2.8144357798183757,2.2097844403271405,0
-2.321645915545454,2.6342666357684514,0
-1.7766939366826593,2.486369533616003,0
-1.9463081614666384,-0.4071811407889343,0
1.7589382222363161,1.8044301891151717,1
2.4779512468085954,2.1226245324011237,1
-2.3481415223459337,0.2743344151755067,0
0.9755732836432436,0.9104140023828939,1
-3.076950183094029,2.14680661616306,0
0.6586497277818391,0.39285922007998386,1
0.9631020618196584,1.6379230586156548,1
2.911232375316052,2.7012760636768025,1
2.0731482648713837,1.885388634090709,1
2.017459147046693,1.720959806722517,1
1.6781346779044923,1.7310602636338968,1
-1.6423742185615928,1.5424663299839048,0
-2.256087044276664,0.5661248713081521,0
2.2491962642730536,2.235284382345001,1
-2.4690632754549666,2.642786818576931,0
-1.5383667355791806,2.564699184169138,0
-2.2956575023338743,1.9162399774124825,0
-1.6699372393301695,1.7270736135952414,0
3.6769974738372855,3.1898596256850316,1
-1.8120724753394013,0.7241048301458617,0
2.4350145508266694,2.189779765433765,1
-1.7529617662706476,0.33943860548955196,0
2.4967640320756335,2.544713197322217,1
2.4613476790583033,2.395465007798184,1
-2.079417027389978,2.6691702949394736,0
0.5022983889334018,1.2053944195388895,1
-2.0011598484970214,1.095874821398807,0
3.421566857292155,3.338566274885274,1
3.090753701390927,2.869721087457899,1
2.1532705657518263,2.2532069388310543,1
-2.3543897786412984,1.8727545045683731,0
-2.219761605138692,2.209630229379869,0
-1.3617177604866786,3.078235306309189,0
2.92032853989582,2.7211501695109503,1
1.4203818037655644,1.6066382789951588,1
2.8264848097296373,2.3355352845252604,1
-2.41821952557857,1.970141629074717,0
2.222227043171774,2.5120330820005443,1
-1.4966760069925522,2.495915182718941,0
0.9291807286341678,1.2711308461411055,1
2.6203785127129873,1.7169353638045883,1
2.1089984789432377,1.982927849461892,1
-2.7295298915627475,3.3307440713047063,0
-2.3603509036241723,1.7144039188558828,0
-2.0976135596331504,3.187676924834716,0
1.9522405596768673,1.5862149622265185,1
2.5750410726261324,2.335463181137702,1
-2.7011482906040816,1.7413143124580002,0
-1.4937060771585073,3.03898850386646,0
-2.336908777328111,2.00790552819032,0
-2.1116935394498193,1.6009089933102272,0
-2.0610959592273015,2.0170685339083616,0
-1.7228954235901375,1.9378019719384676,0
2.9715457271577246,3.4285452823929212,1
1.839379117043191,1.911445803113069,1
2.1028197813897673,1.9837750565295478,1
-1.507153669247232,2.9440556527404413,0
2.4482930393218982,2.019629712137908,1
-0.816407963097409,1.5231321284835961,0
2.9331034324630405,3.0309883523783716,1
1.180795400557229,1.5510830246958853,1
1.2933662898805411,1.7198345875863974,1
-1.7254726308622743,2.042711810762301,0
-2.119978052952313,0.05420275041015943,0
-2.1249938756190767,1.0438673004384702,0
3.178254313314321,2.8865597044208333,1
-2.806094389636817,3.095691703654705,0
-2.228506960881689,2.631307167613798,0
3.3355881162969916,2.2930647160604574,1
2.1768671206716945,1.7338448490112617,1
1.7897526776017738,1.8137518671478294,1
-3.1252536122207086,1.356792207612318,0
-0.4316639047329631,0.27353326279657897,1
-2.4601819247994845,3.1724273608881637,0
3.4904256871121033,3.059540311319072,1
1.7506842411155734,1.4899706621714024,1
-2.556160604123464,2.341973838413136,0
1.5830216785167042,1.3242821112751364,1
3.417481163513728,2.720818952993017,1
3.036295017523458,2.9365627630999356,1
2.6311787777533038,2.259660971341308,1
-2.7138925159795937,1.8414050853271937,0
-3.300879307520224,3.2183221422516564,0
3.285186646170391,3.83182752771524,1
1.151772113213918,1.5393199186391135,1
2.6455454798162714,2.2985601976055507,1
-1.2355118402636778,2.8883931788825157,0
-2.0151789053461613,1.4468994265761328,0
-1.9772709032938018,1.8521991299298382,0
2.286276895486972,2.270567585607128,1
-2.0831308192104454,2.541511491663373,0
-1.9441115714918427,0.8420747452269488,0
1.1700339896659009,1.4693664976222545,1
-1.5990722560416772,1.004183406229623,0
1.819616401552015,2.1785106164358883,1
2.5478742238487113,2.7908911222218777,1
-1.4541624814222238,-0.5387496016742057,0
2.985601320919809,2.4828672502663274,1
2.5978965552711943,2.455284352046232,1
1.7012493875279908,1.7983157021353584,1
1.9102142707847194,1.914649321137593,1
3.2091382644411173,2.6651697875050715,1
1.9363854338232072,1.8457705700656861,1
1.8046211218155035,2.0058430060461006,1
2.8750576889676642,2.2803080743666815,1
-2.896881562560197,0.6522410403810737,0
-2.2657882777384084,2.3477885208674416,0
-1.2513825015440359,2.5253078056387555,0
-2.6131137815212835,4.054105047477588,0
2.6480115070327193,2.6418680897125673,1
-2.0763262072813706,1.5960616868770099,0
2.468981737617149,2.563100042937429,1
1.7176044495408127,1.6811728715929979,1
-1.738139854161784,1.91063470996703,0
-2.589015831615359,3.231232349307272,0
-1.0699477310619332,2.984279813912824,0
1.3143621760253734,1.523119904621263,1
-2.283892635851741,1.3761153967896371,0
3.473406669833853,2.92954377474339,1
2.2769703182419474,1.8897026428563117,1
-0.5981586496658124,1.8133187575912462,0
1.535825670360642,1.7312261407222052,1
-2.4306475781079127,2.716624829870087,0
2.661002298191601,2.3489458866829596,1
-2.107943339904843,2.225425418606458,0
-2.2596146864048183,0.8145760108346112,0
1.9041891385852967,1.56960897134585,1
-1.6454040065029347,2.529302540237169,0
-2.3280700600073874,2.210198697716785,0
3.1753178976856797,2.550403137270502,1
2.831246694359585,2.7804203934253255,1
2.802844034148167,2.8883606817602363,1
0.8619169017728707,0.9455931988102428,1
2.5897705960450406,2.2701480074123834,1
0.1988719040891147,0.39985412897661865,1
2.3137717059849794,2.073632937291607,1
1.9484679504873454,2.3267783305975622,1
2.60633911853596,2.252688549471314,1
1.3643525761454338,1.162860642615378,1
2.378482374230526,2.3315734330330655,1
-1.8575798426339938,3.5615503283775833,0
1.974011987241896,1.3960014422001545,1
1.273174176347939,0.8584211262132069,1
0.9803920920962526,0.555475149929785,1
-1.1642295122258588,2.0482342052511204,0
2.684723167628832,2.0691147532066783,1
2.307213037614633,1.4754919700048275,1
-3.081923792966706,1.8697031660205903,0
1.1683924311454885,1.2393650089214927,1
-1.8318579174044305,2.978233474072228,0
-1.113181613027277,2.531031066606481,0
-1.8136719658707305,2.5825155926495604,0
2.304667701595763,2.2265263518137313,1
-1.9000012020698411,1.2378029064427674,0
-2.711169659618995,2.5227146299325467,0
2.384812858435115,2.499002494517028,1
2.195827094057287,2.535752960233185,1
1.045660521788673,1.1002735669428991,1
-2.467362979817378,2.6057504688366233,0
2.7392782752580365,2.763076769693895,1
1.9691527299126648,1.7227120512181724,1
2.435548986857694,2.2336185882067223,1
1.6798024266861313,2.3169142777546248,1
-1.776117444389775,1.5353678703054563,0
-1.40001364198626,1.2308162137859509,0
2.000509173659938,2.0421053891189143,1
2.5494495719382697,2.2573451349377303,1
2.1291561306682025,1.6011560858793177,1
-2.9281345591229,1.297382166355755,0
0.45459524155182884,0.3559589277502013,1
2.51977610515264,1.6081956330868352,1
-2.031546219330238,2.5938112880802144,0
-2.035774403189119,1.9964961607933083,0
2.703830553348952,2.566086353315494,1
-1.6197603893104422,1.8776321064618262,0
-1.7742154451415475,2.346944568082622,0
4.026599400862561,3.1623689885179944,1
2.4319293811772296,2.374677827134616,1
1.4530646659428712,1.6993417567527136,1
1.8824642109833016,2.3302333166634597,1
-1.2843044703113016,0.9163214529262469,0
3.038636598649492,2.754684280496206,1
1.901762156001228,1.7435533208868588,1
-1.4120618694771605,1.9489335540536845,0
1.4753622507654405,1.636428926669398,1
-2.114825820742193,2.601131568526461,0
0.21363325027240587,0.3216429605329958,1
1.2524778291081038,1.410170916846052,1
0.7317744187504642,1.1043457970581276,1
-1.139023509940311,1.4691849448225622,0
-2.7243657806905515,2.853599384607305,0
-1.7426095714231844,2.2587620275281735,0
0.21467506345720477,0.1157799030637312,1
-1.7801409178887622,1.5252398053785874,0
-2.5395421659435486,2.2642855921110683,0
1.9672418322286482,2.047451961000441,1
-1.9000069307252014,2.871869409471123,0
-2.5417573273238103,1.4796973800940658,0
-2.4000972020180753,1.2743326164101465,0
1.8530480867364258,1.9168836288207318,1
1.824052317600871,1.9958695137410525,1
-2.0038432173787464,2.5029894002654745,0
2.886328783914313,3.233558285658709,1
-1.5877330253586233,1.277020805855321,0
0.9099081433118044,1.3547057551717723,1
3.2201064395893804,2.4163400956650967,1
-2.316140321266245,2.5327233496313784,0
-1.7529323195948725,1.7939670383743052,0
-1.333421628511999,1.906511352217392,0
-1.4231648533672474,3.3907654948046266,0
1.4449722590043939,1.6069274436759085,1
2.6962508060379906,2.6833988722491315,1
-1.993610121784235,1.7870853039439258,0
2.5832610410980488,2.90359135481748,1
-1.5653665366391647,1.5280037696250415,0
-2.1982399271733284,2.8016499770354653,0
-1.637180274012349,2.3204934643129547,0
3.0857892887799534,2.869637807610532,1
-1.6171010463346889,1.951346552698229,0
1.1423905040002171,0.9742335947371137,1
-2.5192071584678963,1.2233428422895791,0
3.2535131356022577,2.380191840390962,1
-1.5670622680528883,1.7781595389913085,0
3.0014368533172098,3.223854724759383,1
-2.3091650600350895,1.8165844601976067,0
2.073563991963499,2.183465486292949,1
-2.434273007765947,2.98963308775991,0
-2.7239487439930996,2.7701410274337435,0
2.1094499418759227,2.4344434330399918,1
-0.49583221784579345,-1.0758894513333206,0
1.9668112797908037,1.4710750843071874,1
-1.719579075600639,0.7536583148127893,0
-1.4669662759995734,1.4058048936735545,0
-2.5915882119536335,1.7090389499178182,0
3.50753557011289,2.9905194101226167,1
1.2580298354117387,1.3576289442737064,1
-2.705128842891245,2.5223902678555326,0
-1.9545558310142706,0.41742420382886225,0
1.3242789314463015,2.551623176347329,1
-1.4353266491905714,0.846073349260843,0
-1.2940058223631092,1.9716056731372955,0
2.4560526351990375,1.936021495970089,1
1.8981783984418887,2.717298151879227,1
-1.5207967365101311,3.008862780198795,0
2.9259242217138572,2.357607284556476,1
2.764771722152573,2.717015620438782,1
1.6973452523807662,1.4908077047742685,1
-1.1431653499216285,0.8840759519521213,0
-2.0089156854598387,2.1684179192641437,0
1.185224979288216,1.9021193529548415,1
-1.1233879127222277,1.7887385453983966,0
-0.12990012250115202,0.5679916108782956,1
-2.2318498803855675,4.333286102833797,0
-2.4229858679238525,3.180694423275188,0
-3.2849099826069943,3.5467246515188044,0
2.540702208150355,2.3809949258756262,1
2.5290644690475497,2.530719592002217,1
-1.6196526022496258,2.3058712426210395,0
2.2187162479377163,1.7300082461352821,1
0.8728700356386558,1.3421087356274708,1
2.2598654673964753,2.45318598752974,1
2.236083471075943,2.302671988215039,1
-3.3718961564442282,2.305570478077743,0
-2.8147147208846612,-0.32701203953763525,0
-1.7054312532408697,0.011273500446083773,0
1.5800798786636152,1.5239196205537537,1
2.966426829126626,3.0968264245834716,1
-1.6444670945831772,3.587818849028629,0
4.768575051189099,3.810698042162164,1
-1.59841864343945,3.2396511136811474,0
-1.7073411232794558,1.9060710661993283,0
-0.26710746003234087,1.0122441881233906,0
2.409567836364258,1.7189641300254705,1
1.6894734591739815,1.9664272808947987,1
-1.8339001643751163,1.504691903864334,0
-2.654210911573352,2.6541169391178174,0
1.4556420633083413,1.472238412957664,1
2.7063763381645196,2.7736279725827457,1
0.6125768639871318,0.9555916347436171,1
-0.2907010631355904,0.436548903781941,1
-2.611651526796342,2.5237752213950486,0
2.782458147213825,2.4555047594632424,1
2.7230630141811227,2.8686359474607204,1
-1.9176177204799845,4.124720192205989,0
0.9680471766164356,1.0611777588088687,1
1.2425402570980375,1.1036208890950492,1
-2.391459897549439,3.5120250398369244,0
-2.2235944241425725,2.5531700324267965,0
-2.6225051661186005,2.0812253837342527,0
3.1764433441361755,1.960692060078089,1
0.8855609620951652,1.7173790346822015,1
-3.2655460921857964,0.8928114856263254,0
